MRR,MOP
0.8850663148554617,0.1695832142303215
0.8850663148554617,0.1695877350259816
0.8571169772256729,0.3444767099066279
0.7840320910973086,0.3452930075925163
0.7723316797074564,0.3459307734779766
0.7723249576510449,0.3459377515742633
0.7182850371269791,0.352563890442972
0.1112836438923395,0.3573705908413127
