file1,start1,end1,method1,file2_x,start2_x,end2_x,method2,file2_y,start2_y,end2_y,classification,notes
12428601_0.java,1,12,method,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,deleteDir,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,deleteDir,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,deleteDir,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,deleteDir,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,deleteDir,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,deleteDir,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,deleteDir,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,deleteDir,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,deleteDir,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,deleteDir,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,deleteDir,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,deleteDir,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,deleteDir,c-jdbc-2/c-jdbc-2.0.2-src/src/org/objectweb/cjdbc/common/util/FileManagement.java,4,15,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,deleteDir,db-derby-10/db-derby-10.6.1.0-src/java/testing/org/apache/derbyTesting/functionTests/tests/junitTests/compatibility/CompatibilityCombinations.java,813,824,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,deleteDir,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,deleteDir,hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/test/HsqldbTestCase.java,11,22,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,501,515,UD,common snippet for recursevely delete dirs
12428601_0.java,1,12,method,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,deleteDir,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,common snippet for recursevely delete dirs
8065120_1.java,1,11,method,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/forms/widgets/FormToolkit.java,287,297,adapt,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/forms/widgets/FormToolkit.java,287,297,QS,SO copies code from eclipse to assist in reply
25719073_2.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/swt/widgets/Composite.java,481,490,releaseChildren,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/swt/widgets/Composite.java,481,490,QS,SO copies code from eclipse swt to assist in reply
6149818_0.java,1,20,method,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.core/src/main/java/org/springframework/util/DefaultPropertiesPersister.java,67,86,unescape,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.core/src/main/java/org/springframework/util/DefaultPropertiesPersister.java,67,86,QS,answer copies code from spring to explain behaviour
22585813_0.java,1,16,method,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,774,789,toInt32,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,774,789,EX,SO says he copied from mozilla. netbans copied the mozilla code to inside netbeans to create a plugin
22585813_0.java,1,16,method,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,774,789,toInt32,netbeans-6.9.1-201007282301/o.mozilla.rhino.patched/patched_files/org/mozilla/nb/javascript/ScriptRuntime.java,790,804,EX,SO posts code from mozilla rhino. netbeans copied mozilla rhino to its code base
10924700_0.java,1,18,method,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java,253,270,supportsInternal,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java,253,270,QS,"question is about springer. Author of answer says the problem faced by the question is caused by the fact its configuration is not activating the following code, then posts code from springer"
25719073_1.java,1,20,method,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/swt/widgets/Widget.java,309,328,release,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/swt/widgets/Widget.java,309,328,QS,SO says he copied from eclipse to answer question
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,doPut,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,doGet,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,doDelete,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,71,81,QS,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,doPost,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,51,60,EX,original implementation of java servelet doPost. Eclipse copied this code to its code base and cloned over several other methods
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,31,40,QS,original implementation of doPost in java servlet
18687201_0.java,1,10,method,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,51,60,doPost,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,61,70,QS,original implementation of java servelet doPost. Apache copied this code to its code base and cloned over several other methods
